3000_Eggs_Left-19|is the manager of the nature reserve
3000_Eggs_Left-20|she called it one of the largest abandonment of eggs
3000_Eggs_Left-21|ever
3000_Eggs_Left-22|at the coastal area
3000_Eggs_Left-23|the reserve is about 160 kilometres North of San Diego California
3000_Eggs_Left-24|last year the pandemic brought more and more people to outdoor spaces
3000_Eggs_Left-25|in 2020 about 100,000 visitors
3000_Eggs_Left-26|came to the Bolsa Chica Reserve
3000_Eggs_Left-27|that is up
3000_Eggs_Left-28|from about 60,000
3000_Eggs_Left-29|in 2019
3000_Eggs_Left-30|she told the newspaper
3000_Eggs_Left-31|that has led to an increase in human activity
3000_Eggs_Left-32|including flying drones
3000_Eggs_Left-33|walking dogs and riding bicycles
3000_Eggs_Left-34|these activities are not permitted
3000_Eggs_Left-35|Lobel said that there has been a great increase in dogs
3000_Eggs_Left-36|particularly those permitted to run free
3000_Eggs_Left-37|she explained that this is especially bad during the nesting season
3000_Eggs_Left-38|the dogs chase the birds and the birds abandon their nest she said
3000_Eggs_Left-39|another problem
3000_Eggs_Left-40|is the development
3000_Eggs_Left-41|of multimillion-dollar homes near the reserve
3000_Eggs_Left-42|said fish and wildlife Guardian
3000_Eggs_Left-43|Nick molsberry
3000_Eggs_Left-44|While most residents respect the rules of the reserve he said
3000_Eggs_Left-45|some do not
3000_Eggs_Left-46|some residents suggested molsberry
3000_Eggs_Left-47|feel entitled
3000_Eggs_Left-48|and feel they should be able to use the land as they like
3000_Eggs_Left-49|officials however are increasing enforcement
3000_Eggs_Left-50|and fining people who break the rules
3000_Eggs_Left-51|the reserve is the largest saltwater Marsh between Monterey Bay just south of San Francisco
3000_Eggs_Left-52|and the Tijuana River Estuary in Mexico
3000_Eggs_Left-53|some 800 species of plants and animals
3000_Eggs_Left-54|live at or migrate to Bolsa Chica
3000_Eggs_Left-55|I'm on a Mateo
Afghan_Woman_with_Top_Test_Score_Worries-1|Sergei Baron recorded the top score
Afghan_Woman_with_Top_Test_Score_Worries-2|out of 180,000 Afghan students
Afghan_Woman_with_Top_Test_Score_Worries-3|on the countries
Afghan_Woman_with_Top_Test_Score_Worries-4|National University Entrance Test
Afghan_Woman_with_Top_Test_Score_Worries-5|however
Afghan_Woman_with_Top_Test_Score_Worries-6|she is worried about her future education
Afghan_Woman_with_Top_Test_Score_Worries-7|now that the Taliban
Afghan_Woman_with_Top_Test_Score_Worries-8|is running Afghanistan
Afghan_Woman_with_Top_Test_Score_Worries-9|Baron
Afghan_Woman_with_Top_Test_Score_Worries-10|19
Afghan_Woman_with_Top_Test_Score_Worries-11|said she wants to stay in her country
Afghan_Woman_with_Top_Test_Score_Worries-12|but if she is not able to continue going to school
Afghan_Woman_with_Top_Test_Score_Worries-13|she will leave
Afghan_Woman_with_Top_Test_Score_Worries-14|the Taliban leader
Afghan_Woman_with_Top_Test_Score_Worries-15|who oversees higher education
Afghan_Woman_with_Top_Test_Score_Worries-16|recently told the AFP news service
Afghan_Woman_with_Top_Test_Score_Worries-17|that women will be able to continue School
Afghan_Woman_with_Top_Test_Score_Worries-18|but only if they are taught by women
Afghan_Woman_with_Top_Test_Score_Worries-19|and do not go to class with men
Afghan_Woman_with_Top_Test_Score_Worries-20|on Tuesday however
Afghan_Woman_with_Top_Test_Score_Worries-21|the Taliban asked women to stay home
Afghan_Woman_with_Top_Test_Score_Worries-22|until it comes up with a new procedure
Afghan_Woman_with_Top_Test_Score_Worries-23|for social interaction
Afghan_Woman_with_Top_Test_Score_Worries-24|when the Taliban controlled Afghanistan in the past
Afghan_Woman_with_Top_Test_Score_Worries-25|women could not go to school or leave home without a male relative
Afghan_Woman_with_Top_Test_Score_Worries-26|women had to cover their bodies
Afghan_Woman_with_Top_Test_Score_Worries-27|from head to toe
Afghan_Woman_with_Top_Test_Score_Worries-28|with clothing known as a burka
Afghan_Woman_with_Top_Test_Score_Worries-29|if they left home
Afghan_Woman_with_Top_Test_Score_Worries-30|Barone said she always wanted to stay in Afghanistan to serve my country and my people
Afghan_Woman_with_Top_Test_Score_Worries-31|but now
Afghan_Woman_with_Top_Test_Score_Worries-32|she does not know if she can
Afghan_Woman_with_Top_Test_Score_Worries-33|women are worried
Afghan_Woman_with_Top_Test_Score_Worries-34|that they will be shut out from education and work
Afghan_Woman_with_Top_Test_Score_Worries-35|as the Taliban takes more control in Afghanistan
Afghan_Woman_with_Top_Test_Score_Worries-36|observers think Baron has good reason
Afghan_Woman_with_Top_Test_Score_Worries-37|to be worried about her future
Afghan_Woman_with_Top_Test_Score_Worries-38|despite what the Taliban says
Afghan_Woman_with_Top_Test_Score_Worries-39|Heather Barr is a women's rights researcher
Afghan_Woman_with_Top_Test_Score_Worries-40|who covers Asia for Human Rights Watch
Afghan_Woman_with_Top_Test_Score_Worries-41|she told VOA
Afghan_Woman_with_Top_Test_Score_Worries-42|the Taliban statements so far
Afghan_Woman_with_Top_Test_Score_Worries-43|are not convincing anyone
Afghan_Woman_with_Top_Test_Score_Worries-44|because everyone knows
Afghan_Woman_with_Top_Test_Score_Worries-45|what their record is on women's rights
Afghan_Woman_with_Top_Test_Score_Worries-46|bar called the Taliban takeover
Afghan_Woman_with_Top_Test_Score_Worries-47|a terrible moment for girls
Afghan_Woman_with_Top_Test_Score_Worries-48|and added
Afghan_Woman_with_Top_Test_Score_Worries-49|they feel their future has been ripped away from them overnight
Afghan_Woman_with_Top_Test_Score_Worries-50|before the Taliban takeover
Afghan_Woman_with_Top_Test_Score_Worries-51|there were about 100,000 women attending universities in Afghanistan
Afghan_Woman_with_Top_Test_Score_Worries-52|and about 3.5 million girls going to school
Afghan_Woman_with_Top_Test_Score_Worries-53|in government and in the country's Parliament
Afghan_Woman_with_Top_Test_Score_Worries-54|women held about 30% of the jobs
Afghan_Woman_with_Top_Test_Score_Worries-55|Barr said people take Taliban threats seriously
Afghan_Woman_with_Top_Test_Score_Worries-56|because the group is so violent
Afghan_Woman_with_Top_Test_Score_Worries-57|shinkai caracal
Afghan_Woman_with_Top_Test_Score_Worries-58|is a former Parliament member in Afghanistan
Afghan_Woman_with_Top_Test_Score_Worries-59|she said the Taliban needs to speak more clearly
Afghan_Woman_with_Top_Test_Score_Worries-60|about their plans for women and girls
Afghan_Woman_with_Top_Test_Score_Worries-61|it is frustrating Carl kill said
Afghan_Woman_with_Top_Test_Score_Worries-62|set the Taliban have not yet come with what will be the education system in the country
Afghan_Woman_with_Top_Test_Score_Worries-63|if intelligent girls like Baron decide to leave Afghanistan she said
Afghan_Woman_with_Top_Test_Score_Worries-64|it will hurt the country for many years
Afghan_Woman_with_Top_Test_Score_Worries-65|kirkhill also said
Afghan_Woman_with_Top_Test_Score_Worries-66|but there are many more girls and women
Afghan_Woman_with_Top_Test_Score_Worries-67|who will continue trying to learn
Afghan_Woman_with_Top_Test_Score_Worries-68|even with the Taliban in control
Afghan_Woman_with_Top_Test_Score_Worries-69|the world should not forget them she said
Afghan_Woman_with_Top_Test_Score_Worries-70|I'm the infidel
Africa_Still_Fa-1|in the worldwide raised to vaccinate people against covid-19
Africa_Still_Fa-2|Africa is falling way behind
Africa_Still_Fa-3|the continent of 1.3 billion people
Africa_Still_Fa-4|faces a severe shortage of vaccines
Africa_Still_Fa-5|just as a new wave of infections Rises across Africa
Africa_Still_Fa-6|in South Africa just point 8% of the population is fully vaccinated
Africa_Still_Fa-7|information collected by Johns Hopkins University shows
Africa_Still_Fa-8|South Africa has the continent's strongest economy
Africa_Still_Fa-9|and its biggest coronavirus caseload
Africa_Still_Fa-10|hundreds of thousands of the country's health workers
Africa_Still_Fa-11|many of whom come face-to-face with the virus everyday
Africa_Still_Fa-12|are still waiting for their shots
Africa_Still_Fa-13|in Nigeria Africa's biggest country with more than 200 million people
Africa_Still_Fa-14|only 1% of the people are fully protected
Africa_Still_Fa-15|Kenya with 50 million people is even lower
Africa_Still_Fa-16|Uganda has withdrawn vaccine injections from rural areas
Africa_Still_Fa-17|and brought them to cities because supplies are low
Africa_Still_Fa-18|Chad just started giving out its first vaccine shots this past weekend
Africa_Still_Fa-19|and at least five other African nations have not yet given any vaccinations
Africa_Still_Fa-20|reports the Africa Centers for Disease Control and prevention
Africa_Still_Fa-21|the World Health Organization estimates that Africa
Africa_Still_Fa-22|has a shortfall of 700 million covid-19 injections
Africa_Still_Fa-23|it said last week that vaccine shipments to the continent
Africa_Still_Fa-24|had come to a near halt
Africa_Still_Fa-25|the whoc the severe shortage
Africa_Still_Fa-26|comes at the same time that virus infections are rising across Africa
Africa_Still_Fa-27|it is extremely concerning and at times frustrating
Africa_Still_Fa-28|send Africa CDC director dr. John and Kanga song
Africa_Still_Fa-29|she is a virus expert from Cameroon who is trying to make sure that some of the world's poorest Nations
Africa_Still_Fa-30|get a fair share of vaccines
Africa_Still_Fa-31|and Kanga song said such Nations cannot possibly compete with other countries in the international marketplace for vaccines
Africa_Still_Fa-32|by comparison the United States and Britain have fully vaccinated more than 40% of their populations
Africa_Still_Fa-33|countries in Europe are near or past 20% coverage
Africa_Still_Fa-34|the US France and Germany are even offering shots to young people
Africa_Still_Fa-35|who are at very low risk of serious illness from covid-19
Africa_Still_Fa-36|poor countries have long warned of vaccine inequality
Africa_Still_Fa-37|saying they feared Rich nations would keep building up supplies of vaccine doses
Africa_Still_Fa-38|and Kanga song called on the leaders of wealthy Nations meeting this week at the Group of Seven to share available vaccine supplies
Africa_Still_Fa-39|I'd like to believe that the G7 countries
Africa_Still_Fa-40|most of them having kept excess doses of vaccines
Africa_Still_Fa-41|want to be on the right side of History
Africa_Still_Fa-42|he said
Africa_Still_Fa-43|we need to actually see these vaccines not just promises and Goodwill
Africa_Still_Fa-44|others have been even more outspoken about the need for action
Africa_Still_Fa-45|South African human rights lawyer Fatima Hasan is an activist for equality in healthcare
Africa_Still_Fa-46|she wrote in a series of text messages
Africa_Still_Fa-47|people are dying
Africa_Still_Fa-48|time is against us
Africa_Still_Fa-49|this is insane
Africa_Still_Fa-50|the British billionaire philanthropist Mo Ibrahim who was born in Sudan added his voice to the issue
Africa_Still_Fa-51|speaking to the Associated Press he criticized the worldwide competition for vaccines
Africa_Still_Fa-52|he added that the phrase nobody is safe until everybody is safe
Africa_Still_Fa-53|often repeated by leaders of wealthy Nations
Africa_Still_Fa-54|is meaningless unless they share their excess vaccine
Africa_Still_Fa-55|they say that while they're hoarding the vaccine
Africa_Still_Fa-56|Ibrahim said
Africa_Still_Fa-57|can you walk the talk
Africa_Still_Fa-58|stop just talking like parrots do you really mean what you said
Africa_Still_Fa-59|the administration of US President Joe Biden made its first move to ease the crisis last week
Africa_Still_Fa-60|it announced it would share 25 million vaccine excess doses within need countries in South and Central America
Africa_Still_Fa-61|Asia and Africa
Africa_Still_Fa-62|the US is also expected to donate 500 million more vaccine doses around the world over the next year
Africa_Still_Fa-63|that would be in addition to 80 million doses already promised
Africa_Still_Fa-64|I'm Brian Lynn
Airbus_Delivers_Last_Superjumbo_Airplane-1|Airbus delivered its final A380 superjumbo airplane
Airbus_Delivers_Last_Superjumbo_Airplane-2|to Dubai's Emirates Airline on Thursday
Airbus_Delivers_Last_Superjumbo_Airplane-3|the plane has been in production for 14 years
Airbus_Delivers_Last_Superjumbo_Airplane-4|the A380 is the world's largest passenger airplane
Airbus_Delivers_Last_Superjumbo_Airplane-5|it can seat up to 500 people on two levels
Airbus_Delivers_Last_Superjumbo_Airplane-6|it includes things such as bars and showers in first class
Airbus_Delivers_Last_Superjumbo_Airplane-7|production of the plane ended after just 272 were built
Airbus_Delivers_Last_Superjumbo_Airplane-8|the company first had plans to produce 1000 or more
Airbus_Delivers_Last_Superjumbo_Airplane-9|Airbus is an airplane making conglomerate made up of separate companies in Britain
Airbus_Delivers_Last_Superjumbo_Airplane-10|France Germany and Spain
Airbus_Delivers_Last_Superjumbo_Airplane-11|it's decided to stop producing the A380 in 2019
Airbus_Delivers_Last_Superjumbo_Airplane-12|as Airlines became more likely to purchase smaller models
Airbus_Delivers_Last_Superjumbo_Airplane-13|Emirates Airline is by far are buses largest buyer
Airbus_Delivers_Last_Superjumbo_Airplane-14|the airline still believes in the super jumbo Jets ability to appeal to passengers
Airbus_Delivers_Last_Superjumbo_Airplane-15|even though no more a380s will be built
Airbus_Delivers_Last_Superjumbo_Airplane-16|Emirates will keep flying them for years
Airbus_Delivers_Last_Superjumbo_Airplane-17|but many airlines disagree and stopped flying the A380 during the covid-19 pandemic
Airbus_Delivers_Last_Superjumbo_Airplane-18|Emirates Airline president Tim Clark disagrees with critics who say the days of large four-engine planes
Airbus_Delivers_Last_Superjumbo_Airplane-19|like the A380 are in the past
Airbus_Delivers_Last_Superjumbo_Airplane-20|I don't share that view at all
Airbus_Delivers_Last_Superjumbo_Airplane-21|Clark recently told reporters
Airbus_Delivers_Last_Superjumbo_Airplane-22|and I still believe there is a place for the A380
Airbus_Delivers_Last_Superjumbo_Airplane-23|he added that the traveling public absolutely loves that airplane
Airbus_Delivers_Last_Superjumbo_Airplane-24|talks to build the plane began in 2000
Airbus_Delivers_Last_Superjumbo_Airplane-25|it was meant to be airbus's 21st century answer to Boeing's 1960s jumbo jet
Airbus_Delivers_Last_Superjumbo_Airplane-26|2747
Airbus_Delivers_Last_Superjumbo_Airplane-27|the A380 has quiet Rolls Royce engines placed far out on its longwings
Airbus_Delivers_Last_Superjumbo_Airplane-28|the body of the plane is lights and easy to control
Airbus_Delivers_Last_Superjumbo_Airplane-29|the plane was a symbol around the world of European technology
Airbus_Delivers_Last_Superjumbo_Airplane-30|but it was costly to make and did not become very popular with Airlines
Airbus_Delivers_Last_Superjumbo_Airplane-31|the A380 lost the company 522 million dollars in 2018
Airbus_Delivers_Last_Superjumbo_Airplane-32|Airbus decided to Halt production a year later
Airbus_Delivers_Last_Superjumbo_Airplane-33|in January Boeing announced that it would stop producing the 747 in 2022
Airbus_Delivers_Last_Superjumbo_Airplane-34|after more than 51 years
Airbus_Delivers_Last_Superjumbo_Airplane-35|the 747 is credited for changing the airline industry
Airbus_Delivers_Last_Superjumbo_Airplane-36|but the company has been struggling to recover from production failures of its 737 Max plane
Airbus_Delivers_Last_Superjumbo_Airplane-37|which led to deadly crashes in 2018 and 2019
Airbus_Delivers_Last_Superjumbo_Airplane-38|the first delivery of the A380 came in 2007
Airbus_Delivers_Last_Superjumbo_Airplane-39|more than two years later than expected
Airbus_Delivers_Last_Superjumbo_Airplane-40|when Emirates got its first A380 a year later
Airbus_Delivers_Last_Superjumbo_Airplane-41|the financial crisis hit
Airbus_Delivers_Last_Superjumbo_Airplane-42|sales for the biggest planes fell
Airbus_Delivers_Last_Superjumbo_Airplane-43|Airlines seemed more interested in midsize planes for shorter trips
Airbus_Delivers_Last_Superjumbo_Airplane-44|even on longer trips
Airbus_Delivers_Last_Superjumbo_Airplane-45|Airlines seems to prefer smaller planes that were easier to fill with passengers
Airbus_Delivers_Last_Superjumbo_Airplane-46|Boeing began selling models of its smaller 787 Dreamliner
Airbus_Delivers_Last_Superjumbo_Airplane-47|which was later followed by the Airbus a350
Airbus_Delivers_Last_Superjumbo_Airplane-48|there was a slowing down of appetite and enthusiasm
Airbus_Delivers_Last_Superjumbo_Airplane-49|we didn't share that view
Airbus_Delivers_Last_Superjumbo_Airplane-50|we put this traits A380 aircraft to work
Airbus_Delivers_Last_Superjumbo_Airplane-51|Clark said that in Airlines meeting
Airbus_Delivers_Last_Superjumbo_Airplane-52|he added we have what I think is one of the most beautiful aircraft ever flown
Airbus_Delivers_Last_Superjumbo_Airplane-53|I'm doing Novak
Ancient_Mexican-1|an illegal building project
Ancient_Mexican-2|is threatening one of North America's
Ancient_Mexican-3|greatest
Ancient_Mexican-4|Treasures
Ancient_Mexican-5|the ancient pyramids in central Mexico
Ancient_Mexican-6|the project May harm the remains of temples and about 24 other ancient buildings
Ancient_Mexican-7|the illegal project is next to the TNT work on archaeological area
Ancient_Mexican-8|building anything new there is illegal
Ancient_Mexican-9|the owner of the land however has ignored orders from Mexico's Antiquities organization inah to stop for the past 2 months
Ancient_Mexican-10|many Mexicans are angry that officials are failing to protect
Ancient_Mexican-11|the ruins of teotihuacan a place visited every year by large numbers of people
Ancient_Mexican-12|Reuters news agency was unable to find or questioned the owner
Ancient_Mexican-13|whose name has not been made public
Ancient_Mexican-14|Rogelio Rivero Chung is the director of TNT Walk-Ons archaeological area
Ancient_Mexican-15|he said the failure by please to stop the project
Ancient_Mexican-16|showed the property owners
Ancient_Mexican-17|total impunity
Ancient_Mexican-18|in late April zinah brought a complaint to the government
Ancient_Mexican-19|Federal prosecutors charged the owner with damage to archaeological patrimony
Ancient_Mexican-20|in recent weeks Dinah documented ongoing building in the area by 60 workers
Ancient_Mexican-21|that information came up from Mexico's cultural Ministry
Ancient_Mexican-22|however the prosecutor's office did not answer Reuters questions about the case
Ancient_Mexican-23|J&T walk-on is about 50 kilometres Northeast of Mexico City
Ancient_Mexican-24|it once was home to about 100,000 people who mostly lived in colorful Stone houses
Ancient_Mexican-25|people lived in that City at about the same time that Mayan culture had reached a high level to the South
Ancient_Mexican-26|but teotihuacan is known for its own art and architecture
Ancient_Mexican-27|it grew Rich for a. Of 600 years until about 5:50
Ancient_Mexican-28|because of trading with other cities
Ancient_Mexican-29|it had an economy built on creating Goods
Ancient_Mexican-30|such as clothing and metal blades or knives
Ancient_Mexican-31|Gerald Jones said officials have struggled for years to stop illegal building
Ancient_Mexican-32|the building is often done at night
Ancient_Mexican-33|and local government officials often arrive too late he said
Ancient_Mexican-34|a tall wall surrounds the illegal building area
Ancient_Mexican-35|it is in what is believed to be one of the ancient City's oldest parts
Ancient_Mexican-36|a past archaeological report said the area held at least three temples and 25 other ancient buildings
Ancient_Mexican-37|Caitlin chilicon
Ancient_Mexican-38|was named a world heritage site by the United Nations cultural agency UNESCO in 1987
Ancient_Mexican-39|the naming requires government protection of the area shed Rivero Chung
Ancient_Mexican-40|in recent days a number of leading archaeological experts have asked the government to act
Ancient_Mexican-41|for me this really hurts
Ancient_Mexican-42|said Linda Manzanilla
Ancient_Mexican-43|she is AT&T wakaan archaeologist with Mexico's national autonomous University
Ancient_Mexican-44|during one of her projects there in the 1980s
Ancient_Mexican-45|she found a housing complex in toyo walko
Ancient_Mexican-46|where workers once lived
Ancient_Mexican-47|it was next to a Workshop near the three temples that are now under threat
Ancient_Mexican-48|she said the latest illegal building is in an area just west of the moon pyramid
Ancient_Mexican-49|near the illegal work other research has found a beautifully colored ancient buildings that were created around the central spaces
Ancient_Mexican-50|of the city
Ancient_Mexican-51|it's very likely that there are very large complex is there she said
Ancient_Mexican-52|I'm Susan Shan
At_60_Peace_Corps_Plans_Return_to_World_after_Virus-1|the Peace Corps is a US government program that places Young Americans and underdeveloped countries around the world to help with small projects
At_60_Peace_Corps_Plans_Return_to_World_after_Virus-2|this year it is turning 60
